name1,name2,label
MUDDY GIRL,RISING TIDE,0
MANI,MANI LAND,1
SEE THE WE,THEWE,1
ERAYAK,ERAYAK POWER SOLUTION,1
HELLO ASTRA,JENGA XXL,0
MEDICAL MOM WARRIORS,ROGUE BEARD COMPANY,0
BRIOSA WINE SELTZER,ZCJ,0
R REMAN,WEAVERSE,0
CASUAL CANINE,CANINE CASUALS,1
VIFAH,VI-FA ACCESSORIES,1
MYSTIC BINGO 4 21 40 55 64,MYSTIC COLLECTION PANDA- LICIOUS,1
SLEEPIES,LITTLE SLEEPIES,1
DARTEK,DARTEK,1
ALDER,GWS,0
ENLIMITEDRTS,FORTEMOTUS,0
BAWANGCHAJI,BONOLIVE,0
VERBOSITY,VERBOSITY V CREATIVE SOLUTIONS,1
OVERLAY,VISTABLADES,0
MY SHINGLE SAVER,BAMBOO ON,0
"AMIKOO ""EVERYHOUND EVERYWHERE""",AMIKO,1
"ABOGADOS PARA HISPANOS, LLC",LABOR TRAINING,0
SCOTT ON-THE-GO,ON THE GO,1
HOOPLIFE,CALA KIQ,0
THE ROSE HOUSE,MLECAT,0
CULTURAL BOUTIQUE,KINGBROWN,0
BRIGHTER SIDE LIGHTING,NEW LEAF COUNSELING GROUP LLC,0
AQUEOUS AUTOMATED WATER CONTROLS,GATEWAY LEASING,0
MOYENNE,MYSTIC BINGO,0
THE RIGHT WAY - NOT GUILTY NUTS,MEDCO SPORTS MEDICINE,0
LEGO,BIBLE BRICKS,1
SUNEAGLE,PROTECT-IT,0
AI DIGITAL TWIN,WATERFALL,0
DAZZ,FITNEXT,0
VIGULIE,WHAT THE FAITH PODCAST,0
CEREMONY BOTANICAL BREWING,QTT ORGANIC,0
PAVIA ANTICO,PAVIA,1
BARRIER REEF,REEF,1
NEXUS BY CLS,MLR,0
LLOVMOON,LOVEMOON,1
ICE PINEAPPLE & PASSION FRUIT BUBBLY NATURAL FLAVORS BY FRONTERA,TA FRONTARA,1
VAULT,THE VAULT,1
AIMORE,AIMOR,1
ABSOLUTE CATTLE,TERRAMAX,0
AXIOM SPACE,AXIOM SCIENCE,1
ATLIENS,ATLIENS,1
STANLEY,PRISM AESTHETICS,0
HELLO TOMORROW,HELLO TOMORROW,1
BODYPHIX PHYSIOSLO AND SPA,BODY FIXX WAY,1
GLOVENO,PILOTCAR,0
TRINITY CHRISTIAN ACADEMY,REX AND CO.,0
ALPHA GEAR,ELLYA,0
MONOMETHOD,METHODS,1
I AM HER,BEVI,0
ACCLIVITY HEALTH SOLUTIONS,SWIFT ACCLIVITY,1
TITAN,TAP THAT,0
MB FINANCIAL BANK,MB EMBEE HOLDINGS,1
NEIGHBORLY,NEIGHBORLY GIFTS,1
FRACTL,FRACTAL SOFTWARE,1
OLGA,AMAZE GLAZE,0
DESTINATION,DESTINATION WEALTH ADVISORS,1
SAIBOBATTER,SAIBOBOKAI,1
X-GAN,X-GANPOWER,1
MARIAM’S COLLECTION,TERRA PURE,0
CAT DADDY,CAATDADA,1
LESLIE PRYOR,PURITYNEST,0
TUFF TAILZ FOR WAGGY PETS,ATOMIC REALTY,0
JETSKI,[Design Mark],1
TRUFRESH,ADVANTAGE AI,0
BONBONPAWS,LAKINGO,0
SUPER FUNNY COMEDY,50 CENT SUPER BOLD COMEDY,1
M,RIGHT PRODUCTS. RIGHT NOW.,1
KOUNTRY KONNECTION,LEIA,0
ZERO EXCUSES,KEEP MOVING FORWARD IN FAITH,0
BEAUTI PACT,IT'S WHAT WE DO - IT'S ALL WE DO,0
MYSTIC ENTERPRISES,MYSTIC COLLECTION FOREST KEEPER,1
BODY PHYX,MONEYMAKER,0
DEDICATED SENIOR MEDICAL CENTER,HOVOZ,0
PEACESHOP,JERSEY FRAMES,0
DERMETIX,100% PLUMBING,0
DXCHIP,INQ,0
BLUETOOTH,DX MARKETING,0
BEAUTELIERPRO,BRICKCITY STRENGTH,0
DEDICATED,"DEDICATED SLEEP, TMD, & IMPLANTS",1
BONBON TOYS,MOEKIF,0
AM,BAMBOO SOFT,0
MATCH COSMETICS,JUNLLY,0
FLUM,FLUM FLOAT,1
AURA BLOCKCHAIN CONSORTIUM,AURA,1
TRIBE 9,TRYBE,1
ZEE CREATIVE,ZEE REALTY,1
POCKET SALES VIDEO,BABADI,0
INTERSHOP,INTER INTR SHOP,1
HOME-X,X HOME,1
WHERE GREAT SKIN BEGINS,NUVISION CREDIT UNION,0
NIKE ZENVY,NKE SAFETY APPAREL,1
MANI LAND,WEVERSE,0
SIMPLUS,SIM+,1
AFAC,AFAC,1
BIBI POLVIZ,DOÒ BIBIS,1
RAYZYN,KISHMISCH,1
GUS THE PLUS,TROPIC OF CAPRICORN,0
PROSPERA,OXFORD HOME LENDING,0
SSS·URBANFORESTS,SSS,1
BEST BUSINESS,BANG BANG,0
C CAMBIUM NETWORKS,CAMBIUM ANALYTICA,1
MYSTIC ENTERPRISES,MYSTIC COLLECTION PANDA- LICIOUS,1
FLUM CAKE,FLUM BOX,1
AIKOFUL,AIKOFUL GOOSE DOWN PILLOW,1
LIGHT FOR HONOR,HONORLITE,1
FLUM FLOAT,FLUM CAKE,1
EDFRIDE,JNS-BELIEVE,0
JHW,OPULENCE YOU OWN EVERYTHING...,0
ARCHER BRAND,ARCHER CASHMERE,1
RUBICON,RUBICON DELI,1
MB FINANCIAL BANK,RISE NUTRITIONALS,0
QUANTUM IS NOW,CSA-PERSPECTIVE,0
TRINITY CYBER,CYBERSECURITY TRINITY,1
DR.ZE,SHIPWRECK REEF CAFE,0
LOVE BOMBED,LOVEBOMB,1
THE CHRISTIAN ART STORE,JUST RUCK IT,0
FLUM BOX,FLUM BOX,1
ARAF AMERICAN RIFLE ASSOCIATION FOUNDATION,GROFULLY,0
DUTCH TWIST,Martin Tiffany,0
S SUTRON,MORE NUTRITION,1
PROFESSIONAL,PROFESSIONAL DOG FOOD,1
NIKE,NKE SAFETY APPAREL,1
ARAMCO PROFORCE,PEARLS MESSAGES WHEN THEY MATTER,0
EVERHOUSE,EVERHAUS,1
UNITECH MEDICAL,UNINTECH,1
S SUNARE,SELF LOVE CLUB,0
CAT DADDY,CAATDADA,1
IMMUBOOST,IMMUNOBOOST,1
PINELAND FARMS,PINELAND UNIVERSITY,1
DRI-FIT,POLAR HEAT NANUUQ,1
3X,3X BIOTIN,1
CANADIAN KRAFT PAPER,[Design Mark],1
MANITOU TRADING COMPANY,DAISY'S DOG COLLARS,0
SUNBIRD,SUNEAGLE,1
TITAN ENERGY,PREVINEX,0
MQ GROUP WHERE LUXURY MEETS COMFORT,BLISOUL,0
DJI NEO,PULLMAN HOTELS AND RESORTS,0
KOHOLA REEF,REEF,1
OH MY! MINTS,ZENITHCUST,0
LAAS,LAAS LAAS HOLDINGS,1
DRI-TECH,TREE BREEZERS,0
NRLAB,VETERANS OF FOREIGN WARS AUXILIARY,0
COMFYFEET,HOBEA-GERMANY,0
BLKBOX,BLACKBOX,1
CONDOR CAPITAL WEALTH MANAGEMENT,IGPS,0
COSMINA,MYSTIC BINGO 4 21 40 55 64,0
MASON & LUCA,MASON & MABLE,1
FREEZESLEEVE,ICESLEEVE,1
RELAY/ GSE GRADUATE SCHOOL OF EDUCATION,LEAH JORGENSEN CELLARS,0
HEATED ELECTRIC THROW BLANKET,ELECTRIC THROW BLANKET,1
NNABI,NABI WOMEN'S WELLNESS,1
BEVVY,SUNSYNK MOBILE,0
CIP GROUP,TIKTOK GENERAL STORE,0
HERE FOR THE CHARACTERS,HERE TV,1
ERGON 3,ERGON,1
SHIJING,SHIJING,1
EYE CLEAN,EYECLEAN,1
[Design Mark],LOVE ON A LEASH PET PROVIDED THERAPY,1
CHRIST TRINITY CHRISTIAN ACADEMY,TRINITY CHRISTIAN ACADEMY,1
PAN AM,PAN,1
AMERICAN INK,AMERICAN THREADS,1
DAMEI CENTURY,WOOL-E,0
K.H.CHILL,BRAVE BUNNIES,0
EMBER WELLNESS,SILVER REEF CASINO RESORT,0
HERGÉ,HERGE,1
PIVOTAL GROUP,JING-A BREWING CO. A,0
ANDORA,ANDOR LUXURY,1
VERO FIBER NETWORKS,VERO FIBER,1
STELLAR JUICES,X-GAN,0
CALIBER COFFEE,NO - MORE GNATS,0
R REMAN,R REMAN LINE,1
BONAFIDE U LIVE TRUE.,WOW,0
HOO,HOOTECH,1
BRAVE,BRAVE STORES,1
YG YOU GOT THIS!,J'ADORE LES FLEURS,0
VIBE MOOD ENERGY,VIBING ENERGY VVV VVV,1
DIVOTS,DIVOT,1
MYSTIC COLLECTION WINGED CHARM,UNITED WAY,0
SAIBOBATTER,SERENITY CHOCOLAT,0
WELLSPRING NUTRITION,LEVENTS,0
CALA NATURAL,CALA,1
HUMAN FIRST FINANCIAL GUIDANCE,KARAK HOUSE,0
AIRSOURCE,AIRSOURCE,1
WOOF²,MOKEHF,0
GOLARY,GOLLARY,1
JIGGLE,PHYSICIAN GROWTH ACCELERATOR,0
ACCELERATE THE FOCUS,URBANROOST,0
DICHENG,DICHEN,1
DANCE 2 LE MONDE,BAHATI,0
ENHANCE,HUMANIZING TECHNOLOGY,0
REBEL JACK COUNTRY FREEDOM HEART & GRIT,MOUNTAIN WATER D'CAFF,0
SUNWATER,MANITOU SUN WATER,1
CAT DADDY,CAATDADA,1
ASTROPORE,SKY TING YOGA,0
SASQUATCH,SASQUATCH SNACKERS,1
NBT PRIVATE BANK,INFINITE ABUNDANCE PRIVATE BANK - ESTATE & TRUST,1
RADISH,INTERRADISH,1
TRADERVERSE,TRADERVERSE TRADERCON,1
MAYBELUCK,MAYBELUCKY,1
WILL & TRUST CENTER,TRUST & WILL,1
FLUM MEGA,FLUM CAKE,1
MOYENO,FORWARD,0
TRU PROFEN,TRUE ASHWAGANDHA,1
MOUNTAIN WATER D'CAFF,MANITOU MOUNTAIN WATER,1
EQUINOX,THE EQUINOX GOLF RESORT & SPA VERMONT,1
BAM!,TINY TRIBE,0
ORAMAI,ROOST: WHERE DREAMS SOAR,0
3 ARROW STRONG,SOLIVETTA,0
MAZZELLA FHS,CASCADE CBX SPORT,0
AURACAST,AURA,1
PLANDTS,LIPMAN,0
URBAN KITCHEN,URBAN KITCHEN,1
OWEN,ETERNABEAUTY,0
FIRST COAST VETERINARY SPECIALISTS & EMERGENCY,RITZ,0
THE ROGUE MEN,MSTAR,0
REELSHORT,SHORT REELS,1
NIKE VAPOR,SOLAX CAST STOVE,0
GOLF THE BODY'S WAY,BODY FIXX WAY,1
SENTIENT BLUE,SENTIENT,1
ENLIMITEDRTS,CHOC,0
VERSA-TAIL,VERSA OUTDOORS,1
ADVANCED BLACK MASS,PRYOR GAMING,0
OBL,V VENDOTEK,0
ARC SCAN,ARC,1
ZEN,ZEN,1
FURR&PURR,PURFUR,1
TRUEMRK,TRUEMARK,1
AQUEOUS AWC,SPERO,0
DIGITAL GUARDIAN,DIGIGUARDIANS,1
TYGER LILLY,PAWSPRING,0
NAVIGATING DIGITAL CHANGE,TAZO DORADO,0
CNR,CNROOFA,1
ARAMCO,RAMCO LUBRICANTS,1
BIBI,DOÒ BIBIS,1
FMS BANK,TORCHLIGHT HIRE,0
FURR&PURR,COCONUT CARTEL,0
TAKE A HIKE,SUPER FUNNY COMEDY,0
MAYBELUCKY,MEREO FIBER,0
NEWPORT CENTER,NEWPORT CENTRE,1
CHEP AVA,AVA,1
WEEDLAND,PORBELA,0
HONOURLIGHT,VOLT,0
RAINBOW REEF,REEF,1
EMBER WELLNESS,EMBER & GRACE WELLNESS,1
S STRYKERUSA,VITABLOOM SCIENCES,0
C CAMBIUM NETWORKS,CLIMIT,0
SENSE,SENSE - SOFTWARE ENABLED SERVICES,1
TENDER KISS,TENDER KISS,1
ZENWARE,AB ARTBOX,0
PLANET,TWIRLTASTE,0
TRUE WELLTH,BRAZA DO SUL BRAZILIAN STEAKHOUSE,0
LANATURA,NATURA STYLE,1
CABERNET CARTEL,OCEAN REEF CLUB,0
RIMANII,TLCSCRUBBS,0
FORTEMOTUS,FORTEMOTUS,1
HUSTLE RUNS DEEP,RUNS DEEP,1
LITTLETHINGX,VANBON,0
FRACTAL INTELLIGENCE FOR IMAGINATION,SYNTHETIC HUMANS,0
MERAK,LA JEFA DEL CAMPEÓN,0
CAKE,SUSTAIN,0
TURQUOISE AGRICULTURAL LABS,TURQUOISE ENVIRONMENTAL,1
RYDE: YOUR RHYTHM,RYTHYM,1
AMERICAN DREAMIN' APPAREL CO. EST. 2020,VANZBON,0
M METRIC. EXEC,R HOUSE OF HAIR,0
[Design Mark],[Design Mark],1
VIGOR BELL,POWERED LABS,0
MINGSHANSY,MINGCHANHZY,1
MAESTRO,COLORMAESTRO,1
TRU PROFEN,TRUE OMEGAS+,1
TÜRM,TURMSKIN,1
EXO BIOLOGICS,EXOAQUA,1
LOVE ON A LEASH PET PROVIDED THERAPY,WEALTHWISE FINANCIAL SERVICES,0
COZYNEST,OWN THE NIGHT,0
THE VAULT,THE VAULT,1
MOURISH,UNIFY TECHNOLOGIES,0
GDSIWA8,GENECHIP,0
WOSPP,WOSSSPT,1
CIS,CIS,1
AMMIKO,AMIKO,1
EVANS,EC EVANS COMPONENTS,1
DOMUS VITA DESIGN,BABYOUNG,0
VODVOB,VODVOB,1
LAC,LACANGEL,1
MAKITA,MAXITA,1
BLING BUY,RESOLVE,0
ELIXIRMD,ELIXIR MD,1
MERAK,MERAK AESTHETICS,1
HIGH PLAINS,HIGH PLAINS STEAKHOUSE,1
POOL MATE,POOLMATEBOT,1
VITAL PURE,PURELY VITAL,1
PUBLIC WORKS 1ST RESPONDERS,PUBLIC WORKS NEW YORK,1
LOOK GOOD. FEEL GOOD. DO GOOD.,POWERUP DESIGN,0
THE WELLTHY METHOD,METHODS,1
FIREBOT,TINY HAPPY HEARTS,0
CALA KIQ,K & K,0
REEF,REEF,1
SAN DIEGO CA EST. 2012 SOCAL CANDLE CO. NATURAL INGREDIENTS,SOCAL CANDLE RENTALS,1
SOUNDWARE,SOUNDWEAR,1
THEMELTY.CO,MELTYSUN,1
FUSION HEALTH,FUSION HEALTH,1
MEDGEN,MILLI,0
THREE GEESE,THREE GEESE GOOSE DOWN PILLOW,1
CHALK ME UP!,VALORIX,0
BRIEFLY,BRIEFY,1
CLIX,CLIX,1
POP ART,HYPERMIG,0
FRENCHMAN'S REEF,REEF,1
CALA,CALA,1
JAM,J.A.M VIET KITCHEN,1
WAVE CORPORATION,REBORN,0
MASSIVO,FUMAX,0
RING-FAR,RING-FAR,1
PROPELLER,INTUITION,0
COGNIUM,VICTORY,0
TRITON ACOUSTICS,SUNLONG,0
MAUI NIX,LOCNVE,0
HAPPY BIRTH-TAY,ETERNAL HAIR,0
AW ARENA WHEEL CO.,BH HC BERKSHIRE HATHAWAY HOMESTATE COMPANIES,0
EUREKA,VEDGE,0
ARAMCO PROFORCE,"YES, CHEF!",0
SAMA SUSHI,SAMÄ€Â ORIGINS,1
NUVITA,NEUIVITAE,1
REINA,AM-10,0
INDULGE,'NDULGE,1
MINDTITAN,PROUD BLACK MAN,0
ONPATH CREDIT UNION FOUNDATION,ONPATH CREDIT UNION MORTGAGE SOLOUTIONS,1
PINK,PINK,1
AI,AI,1
MAX OUT,MAXOUT360,1
PARADISE INDUSTRIES,LYFIEX,0
WE GROW HAIR INDY,WE GROW HAIR CHICAGO,1
GOOD FELLAS ENTERTAINMENT,UNBOUND,0
X-GUARD,XGUARD,1
ALOHA SPA,ALOHA AESTHETICS,1
REV LIFE ENERGY,REVVY,1
NEXTOOL,NEXTOOL,1
THE VAULT,KEYS ASAP,0
WHERE BEAUTIFUL SKIN BEGINS,WHERE GREAT SKIN BEGINS,1
TECH LOGISTICS,EVOTECH LOGISTICS,1
DJ GOODFELLA,GOODFELLA,1
VISTA,TSAR,0
ROSE,REALROSE,1
NUTRINIBS,PEACHY PAWS PET SITTING,0
DAMEI CHARMING ABODE DECOR,FERTILE MOON,0
DLPBANK,DLP CAPITAL,1
OLIVEX,OLIVE,1
E. BRAUN & CO PALM BEACH,BLYRIC,0
BABIFIY,POCKET SALES VIDEO,0
CHUBBIES BURGER,DRINK CACAO,0
PHYSICIAN GROWTH ACCELERATOR,K.H.CHILL,0
TAP,VAPORX ENJOY THE LAST DROP,0
TRINITY HEALTH ALERT,HEALTHALERT,1
ABOLIN,NEWWORLD FARMS,0
WOW!,WOW MUSEUM - ROOM FOR ILLUSIONS,1
FMS-WM,FMS,1
SUPERONE,SUPERONE,1
JUBEE RP,JUBI,1
RUBICON DELI,ROCKEFELL GENE,0
BARRIER REEF,JUST KEEP WINNING,0
PIGEON,DR.PIGEON,1
REMO,RCP DRUM COMPANY,1
MYTH WORKS,MYTH MINI,1
FUR BUDDIES,GET MADE,0
AM AUTOPARTS,PUREPET,0
HOOPLIFE,HOOPLIFE,1
FUSION JOURNALING,ONPATH CREDIT UNION FOUNDATION,0
AVENTURA,AVENTURA PRIVATE WEALTH,1
MUSHEE COSMETICS M,SINCE 1980 GRAY & SONS INSPIRED JEWELERS AND WATCH SPECIALISTS,0
2X BIOTIN,OPEN AIR ATHLETICS,0
GWS,DAZZ,0
CARVUE,CARVIEW,1
EVO,TADMORE,0
HEY GIRLIE,HEY GIRLZ BOUTIQUE,1
PRIMAL ORIGINS,PRIME ORIGIN,1
IREX VERTICAL ACCESS,OUT OF THE TRENCHES,0
BIOHACK PHD,TRITON ACOUSTICS,0
ZERIA DROPS,ZERIA DROPS,1
AUTOZI,AOTOOCE,1
T TITANFORCE,OQ,0
RVTLR,RVTKCP,1
HIGH PLAINS SPICE COMPANY,HIGH PLAINS STEAKHOUSE,1
OPTWELLNESS,OPTWELL,1
NAREB REALTIST NATIONAL ASSOCIATION OF REAL ESTATE BROKERS,RENTERS TO RESIDENCES GREATER DAYTON REALTIST ASSOCIATION,1
W.O.W. ACADEMY,BUILD MY STORY,0
ROYALE-AIR,ROYAL AIR MAROC,1
MASSIV OUTLETS,HAPPYMOM BABY GOODS,0
RING,RINGG,1
COOKEASE,COOKEASE,1
ABYLIAN,PAN-AMERICAN MOTORS,0
AUTO IEQ,TOTALSENSE,0
THE FORWARD PROJECT,FORWARD,1
Q QUIVER BOARDWORKS,DRAGON EMPIRE,0
ZEN,SEVI,0
HAPPYOYO,YOYOHAPPY,1
MPT,ELITEERA,0
GMOD,XKSPOWER,0
E ETERNAL BEAUTY INSTITUTE & MEDISPA,ETERNAL BEAUTY,1
PRETTY GIRL PROBLEMS,MODERNGARDEN,0
GWS,GW GWS,1
CALA KIQ,SÖL WATER,0
INFINITE ECO,ECO INFINITY,1
GOLARY,SOCCER IQ ACADEMY,0
KYXSHIN,MUZIC MINDS,0
TURQUOISE ENVIRONMENTAL,T TRAYT,0
DREAM LOVER PILLOW,KO KOZELI,1
IRISPROPHOTO,WELLFITS,0
MAKING BUILDINGS SENSE,DEAD SILENT,0
9-MINUTE REFRAME,VIGORPROX,0
MYSTICASH,MYSTIC COLLECTION WINGED CHARM,1
FRACTAL,FRACTAL SOFTWARE,1
UNPOPULAR URBAN ACTIVEWEAR,URBANACTIVE,1
TREE TAVERN,H HARMONY,0
MYSTIC SLOTS,MYSTIC COLLECTION,1
COOKIE PLUS,KOOKIEPLUS,1
KAMOERS,K KAMOER,1
MUZIC MINDS,DIGITAL MUSIC MIND,1
SEISMIC AURA,AURA,1
PROFESSOR CHALLENGER,HEART OONA HEALTH+,0
PICK 'EM ALL,WILDLY DURABLE,0
RYTHYM,BANDA LA IMPONENTE DE NJ,0
WHITEDEER,WHITEDEER,1
DAMEI CENTURY,ZERO EXCUSES,0
KEEP MOVING 4WARD,TO BE,0
ROYAL PET BOX,ISTMEÒ,0
NAKED,NAKEDMD,1
LEAH,LEIA,1
MEDCO SPORTS MEDICINE,DAWN OF THE BATTLESHIP,0
CUYI,CUYI,1
OASIS,CYSTACLEAR,0
IMMUNE SHIELD,DJIXJ,0
VIBES,QUIVER WOODS & WATER,0
TRVL,FORTRVLL,1
MINGSHANSY,PRIMAL BODY,0
SUNNY BIRTHDAY: AUGUST 19TH SUNNY THE BEAR,REALTIST,0
ROKA,R.O.K.A,1
WOLVERINE BRASS,PEST NINJA,0
PREMIUM PLIERS,PREMIUM-FUSION,0
AVIGO BLAZE,BLAZE,1
THE ROCKEFELLER UNIVERSITY HOSPITAL,FS VECTOR,0
HAIR NOW,MIYOSMART,0
KIDS RISE,COMISA,0
BEVEY,RUIBEIKKA,0
MEDICI,MEDICI BY LORDSPEK,1
EVERHOME,GREENEVERHOME,1
CARESS,INTERMEDIARY,0
MELANATED QUEEN,MELANATED KING,1
HABITAT FARMS,MISSOURI USA CASTOR RIVER HABITAT & FARM,1
PINELANDS INSTITUTE FOR NATURAL AND ENVIRONMENTAL STUDIES,PINELAND UNIVERSITY,1
ACOPIO,ACOPIO COLOMBIAN SPECIALTY COFFEE AND CACAO,1
NOT GUILTY,ZN ZHENALIVING,0
SPOONIE THREADS,SPOONIEWEAR,1
RAP TAXI,AUTO VAULT,0
IVA,SNACKERJACK,0
AOKESI,ROGUE BEARD COMPANY,0
A,OPERATION IRON RUCK A AU ROAD TO THE IRON BOWL,1
JUST HERE TO BANG FIREWORKS,THE LAB,0
OQ,OQSPORT,1
OPTWELL,SUSTAYNE,0
HIGH CALIBER COFFEE,HEAVY CALIBER,1
FOLGER,HOOTECH,0
LIBERAL TEARS,LIBERAL TEARS,1
JUST SPICES,JUST SUGAR,1
AM,AM-5,1
HUMANIZ,HUMANIZE,1
TOMOPETI,TOP CHEDDAR LACROSSE APPAREL,0
AMPLIFY PUBLISHING,AMPLIFY AUDIOBOOKS,1
OLIVE,COMMA MONEY MONTH,0
BARK BUDDIEE,FLAVOR FORGE,0
BONBON TOYS,BONBONPAWS,1
PAULINA,MILLION PAULINE,1
POLYMATH PRODUCER,POLYMATH UNIVERSITY,1
DR.MELBA,THE PARAGON,0
TITAN UP,TITAN,1
ISDOOK,SCOOPSEE,0
SAND FLOWER,SANDFLOWER,1
MYSTIC,MYSTIC COLLECTION FOREST KEEPER,1
HR HANDCRAFT RUGS,MONOGRAM,0
THE COLLECTIVE,SORA DORA,0
TAFFY,TAFFYTAMIN MULTIVITAMIN TOFFEE,1
GOPHER,GOPHER,1
AIRBENDER,BALADY,0
MYSTIC SLOTS,MYSTIC COLLECTION,1
FMS,MQ GROUP WHERE LUXURY MEETS COMFORT,0
TOP CHEDDAR LACROSSE APPAREL,TOP CHEESE HOCKEY,1
FLOAT,FLUM FLOAT,1
PRISMA DERM CARE,PRISMA BEAUTY,1
MAXOUTSPORTS,TITAN UP,0
KANIONCO,KANION FEELS LIKE HOME,1
HAVANERA,LAGO DI COMO 1907 LAGO DI COMO SAILING TEAM - SEMM CUMASCH -,0
ALIVE AND WELL,ART IS ALIVE AND WELL,1
BLACK CANYON,PICK 'EM ALL,0
PSYNCUP,DASHINGPET,0
XII BIG 12 CONFERENCE,COLLAGE SKINCARE,0
COZY NEST,COZYNESTING,1
HONEST ASHWAGANDHA,TRUE ASHWAGANDHA,1
KOHOLA REEF,REEF,1
ASPIRE,MY BESTO FRIENDO,0
NYRA THERAPY,LUMOS CARE,0
BORGES PORTO,BORGESFS,1
CALYX,FIRE PITS DIRECT,0
AURA,AURA,1
PICKLE-BALL,JOT,1
SNACKERJACK,SNACKERJACK MUNCHIES,1
DEDICATED SENIOR MEDICAL CENTER,"DEDICATED SLEEP, TMD, & IMPLANTS",1
ABODE PETS,BABYOUTH,0
LOSC,LOSCA,1
FUNATIC,FUNATIX,1
HEROES,PUREVITAL NUTRITION,0
DUSK & DAWN,DAWN DUSK,1
C N THE CHANGE NAVIGATION COMPANY,MUSAAFER,0
MYSTICASH,MYSTIC COLLECTION,1
SHITSHOW,SHIT SHOW,1
GWS,DRI-MOL,0
OPTISEXHEALTH,VECTOR CONSULTING SERVICES,0
FENICE PEAK,"QUEEN ESTHER COSMETICS & SKIN CARE QUINTESSENTIAL, ETERNAL BEAUTY",0
TRIO,THRIO VODKA,1
CIRCULOR,MOWYEM,0
SNOWMAN,SNOWMAN GOLF,1
DAWN & DUSK,DAWN DUSK,1
MEETYOOO,TOOLSON,0
THE PLANETS COLLECTION,REJUVENATION,0
SHEPHERD,OZSHEPHERD,1
LIA DE MARE,LEIA,1
FUNETIX,FUNATIX,1
SOUL WINNER,THE CHRISTIAN ART STORE,0
GOOD BRIEF,GREATBRIEF,1
AGAWA,ZENA,0
LIQUID ARMOR,Q1,0
HOMTOP,HOOMTOP,1
LEESLE,C. LISEL,1
SOULITUDE,R.O.K.A,1
TINY HOUSE MANSIONS,OUR TINY MANSION ON WHEELS ESTD 2018,1
SUDROV,SUDROV,1
1-ON-1 MANAGEMENT,1ON1FINANCIAL,1
FLUX,MARKED,0
THE ESTHETICIAN MENTOR,EM ESTHETICIAN MENTORSHIP,1
LOOKWOILD,CAPONORD,0
JENGA,JANGA,1
THE VEGAN GODMOTHER,MADRINA VEGANA TAQUERIA,1
MR. LED,RELAY/GSE GRADUATE SCHOOL OF EDUCATION,0
3Z FUNJXHEY,GEMINI STAR PRODUCTIONS,0
MAXOUTBRAND,HOMELIFE FURNISHINGS GROUP,0
NEVER BEEN NORMAL,MILLI,0
JB,BRAZA DO SUL BRAZILIAN STEAKHOUSE,0
ZAR,ZAR,1
GLOV BEAUTY,ROOSTER'S ITS CLUCKIN GOOD,0
GUS THE PLUS,REINA,0
VALOR SPINE SOLUTIONS,TROVE PRIVATE WEALTH,0
FIRST COAST VETS AFFORDABLE ANIMAL HOSPITAL,FIRST COAST VETERINARY SPECIALISTS & EMERGENCY,1
SASQUATCH,SASQUATCH SNACKERS,1
PEACHY PAWS PET SITTING,NICE!,0
WH,WH FINANCIAL SERVICES,1
REAPP,PURO,0
RUBICON,LEAD GURU,0
SOCIALPATH,NAM VÄ°,0
GOOD TIMES ENTERTAINMENT,GOOD TIMES PARTY,1
NIKE,NKE SAFETY APPAREL,1
GEEVEI,GEEVI,1
LEGAL AKOMPLICE,ACCOMPLICE(S),1
VIAMAR,VIAMOUR,1
LUSTELLA,KAAMOR,0
LULUS,BLACK DIAMOND CHIMNEY,0
BOLD,BOLD BAGELS,1
UNEEK,UNEEK FIND IT,1
DERMALAB,SWISS LINE BY DERMALAB,1
NERDS RULE THE WORLD,CORNERSTONE SINGERS,0
EFO WELLINK,WELLINK,1
HOBAES,OPUSCRAFT,0
AT THE SHORE,ROGUE GOSSAMER,0
MELISSA,MELISSA,1
TRUE COLLAGEN,KIART,0
SENSE,LYTTLE DREAM TEAM REALTY,0
AMPARTS,SHOP KNEEL,0
DENHAM CAPITAL,DENHAM SUSTAINABLE INFRASTRUCTURE,1
AILOV,DOGGIE DIPPERS,0
REDLINE SHIFTING,ACUPUNCTURE,0
MORNING ROOSTER SPECIALTY COFFEE,AUTDOUR,0
FISKER OCEAN,FISKER OWNERS ASSOCIATION,1
DUTTON GOLDFIELD,NEWPORT CENTER,0
KIA,KIALIFE,1
MONKEY KING SAISON,WUKONG MONKEY KING,1
FIORELLI,FIORALIE,1
EPIK REALTY,FULL BODY FIX,0
DRINKING BUDDY,DRINKING BUDDY,1
CONTENDER,CONTENDER TOOLS AND EQUIPMENT,1
TOOTH PIC CONSULTS,EMBER & GRACE WELLNESS,0
ROSELLI TRADING COMPANY,IQUE,0
BLACK SMOKE TRIGGER,BLACK SMOKE,1
I AM HER,I'M HER.,1
ROKA,VERSA SKINS,0
GIANFRANCO FERRE',FERRE,1
SWITCHBACK LOUNGE,TWIN OAST BREWING EST. 2018,0
LIFTIQUE,ZELUS,0
PET HAVEN HOME PET CARE,"TLC: TABLES, LADDERS & CHAIRS",0
HOMEE,THE HOMEES,1
MOONLIT+,MOONLIT+,1
I KNOW A GUY,I KNOW A GUY,1
UNEEK BENJAMIN JAVAHERI,UNEEK FIND IT,1
AURA MANAGEMENT,AURA,1
